Região,Temperatura,Umidade,Tipo de Solo,Inclinação,Chuva,Vibração,Risco,Nivel de Risco
D,30.15434076768531,49.65608093621405,Argiloso,Moderada,Sem chuva,1.0230482518396062,2.1103375553334076,Baixo
D,31.207322008370316,70.4901657088269,Rochoso,Forte,Sem chuva,0.6477385653144015,3.338536534383303,Baixo
C,27.03657498644544,77.10452638047448,Arenoso,Moderada,Sem chuva,0.8214222064526774,4.856919023102033,Médio
B,26.027556461630688,59.28592127201053,Rochoso,Moderada,Sem chuva,0.2376651927114643,1.0696290984892838,Baixo
D,32.603995409768125,62.80217527860581,Argiloso,Moderada,Sem chuva,0.5441926091191245,3.1983800442808743,Baixo
B,36.45159995266303,62.50388553247559,Arenoso,Forte,Sem chuva,0.5080131508157907,2.728384174808405,Baixo
D,24.796142790528375,63.814571600298905,Argiloso,Forte,Sem chuva,0.4191980790095211,2.4768017650827034,Baixo
D,26.200763799835915,46.65555549605226,Rochoso,Leve,Chovendo,0.5045689706154258,2.720239703739167,Baixo
C,27.66727652607809,65.3307618322537,Rochoso,Leve,Chovendo,0.5866797121380113,4.704325288165515,Médio
A,31.01805491487676,76.31417110661744,Argiloso,Moderada,Sem chuva,0.6151282315114719,4.0335421172600645,Médio
D,31.314817369914547,51.01969542820519,Rochoso,Forte,Chovendo,0.30425081365445444,3.6930480709754163,Médio
C,26.946563123381477,64.89991026051348,Arenoso,Moderada,Sem chuva,0.39828547764092725,2.147806457054048,Baixo
B,29.284650164716933,55.13244932264442,Rochoso,Leve,Sem chuva,0.7431571450434616,1.0604989142119128,Baixo
D,21.58411959079496,42.91835830828586,Argiloso,Moderada,Chovendo,0.5352158616214746,3.05969354080958,Baixo
A,31.52531154931317,75.37675084743634,Argiloso,Leve,Sem chuva,1.1204121682769317,4.095514445055826,Médio
B,19.850149041711155,42.12158200801973,Argiloso,Leve,Sem chuva,0.16686167618986403,0.0,Baixo
C,25.300848615964178,43.32505279940326,Argiloso,Leve,Chovendo,0.6298036306775854,2.8279182526593147,Baixo
A,27.764285075493948,51.92959377416599,Argiloso,Forte,Sem chuva,0.3934328099666773,0.9214896293530326,Baixo
A,26.02770656921731,48.713945301237366,Arenoso,Moderada,Sem chuva,0.8676435340979635,1.3287836470226482,Baixo
D,27.001249915018608,42.97857196260523,Arenoso,Moderada,Chovendo,0.8132589306116201,3.810483361185807,Médio
C,33.34414380961996,47.589958809966674,Argiloso,Forte,Chovendo,0.6428327052013589,3.8808852838454166,Médio
D,26.00690281136404,73.20227766758629,Rochoso,Forte,Chovendo,0.6088115955138125,6.812738682310476,Alto
D,28.913037226450676,63.13330184325979,Argiloso,Moderada,Sem chuva,0.4577284075699431,2.3614285537757937,Baixo
A,25.35078705835018,78.51825880735555,Rochoso,Forte,Sem chuva,0.6661883396260048,4.282212053557395,Médio
A,30.314831357766572,68.35039782077943,Arenoso,Forte,Sem chuva,0.4373235863635499,3.8836711356095703,Médio
C,20.693619124320172,47.531480008066694,Arenoso,Leve,Sem chuva,0.20700533236865085,0.28486547563743286,Baixo
B,27.296604718428878,47.87718479695914,Argiloso,Leve,Sem chuva,0.7236154335931482,0.9080868298123548,Baixo
B,32.388700557384205,56.91770771663983,Argiloso,Moderada,Chovendo,0.7907445210129046,4.763233852294523,Médio
B,23.910065328136344,60.90053284384682,Argiloso,Leve,Sem chuva,0.22759881128522144,1.705514431856761,Baixo
A,23.264468929220296,67.11952494142963,Argiloso,Forte,Sem chuva,0.33950239895333006,2.5737109792576454,Baixo
A,31.279866986288674,64.67616083103067,Rochoso,Moderada,Sem chuva,0.45435563823220404,2.458288933720542,Baixo
A,25.173268716739198,71.87473167664163,Rochoso,Moderada,Chovendo,0.860835286702688,5.914497655138344,Alto
D,29.286826525143436,76.24644312549326,Arenoso,Forte,Sem chuva,0.35730319687133005,4.393400864297946,Médio
B,31.852320192950664,54.19677421421263,Argiloso,Moderada,Sem chuva,0.1395549737554397,1.073275714829021,Baixo
B,22.29521705448197,79.52118329257581,Argiloso,Forte,Sem chuva,0.48879725455117307,5.576670607577863,Alto
B,24.996756194509015,43.34655654128084,Argiloso,Leve,Sem chuva,0.736655802997444,0.614112196867056,Baixo
B,32.63214160989047,66.61969466881045,Arenoso,Forte,Chovendo,0.4899560650441243,7.323753793666967,Alto
A,31.610851441572372,71.03730842681338,Rochoso,Moderada,Sem chuva,0.38911654006936613,2.912015635597181,Baixo
B,28.430161657947867,73.50322447681624,Argiloso,Leve,Sem chuva,0.6026278258505392,3.6326090199581995,Médio
B,25.02557678751751,78.73913813889547,Arenoso,Moderada,Sem chuva,0.1780569666158998,4.14962269486998,Médio
A,24.973495708980643,62.049025643145114,Argiloso,Moderada,Sem chuva,0.6455158077675731,1.8199812841675342,Baixo
B,29.677060913450624,56.38636621350168,Arenoso,Moderada,Sem chuva,0.42661752945734827,2.1564207089381076,Baixo
C,24.613947077877157,65.39005270672214,Argiloso,Forte,Chovendo,0.8289488177157588,7.9027451946407785,Alto
B,22.654989434672785,44.59731228704714,Argiloso,Leve,Chovendo,0.595153058016394,2.357658203429305,Baixo
B,33.07569022700473,46.88691418346052,Argiloso,Forte,Sem chuva,0.935784105380853,0.9328423178742677,Baixo
C,29.38140264672219,44.20900735826882,Rochoso,Moderada,Sem chuva,0.42374885616968677,0.9429015814764491,Baixo
D,24.799259767146058,40.344518100517696,Argiloso,Leve,Sem chuva,0.7972372181424388,0.40053465227036766,Baixo
C,31.526695523683426,62.72434233574941,Argiloso,Leve,Chovendo,0.5334341173938195,4.707988970137095,Médio
D,21.23438456931588,56.74300711232327,Argiloso,Moderada,Chovendo,0.7590550083417594,4.371725695955022,Médio
A,25.952670303680787,77.76323968881057,Argiloso,Leve,Sem chuva,0.5650980058921035,3.8675213836435143,Médio
B,33.87277707630008,57.21454189364081,Arenoso,Moderada,Sem chuva,0.11934809251996789,1.3655423001643305,Baixo
A,32.2572782766554,74.18691192929079,Argiloso,Moderada,Sem chuva,0.41349321391441984,4.780033447297689,Médio
B,24.82633239472066,59.05852337247057,Argiloso,Forte,Chovendo,0.25992663699283197,3.873215971331356,Médio
D,26.19846024569696,65.32845152214924,Rochoso,Forte,Sem chuva,0.3128264065416896,1.7089196604826875,Baixo
D,27.144115413826466,58.23865784054584,Argiloso,Forte,Sem chuva,0.6980745505108259,2.350643168646069,Baixo
D,28.63551555761466,70.65729613283418,Argiloso,Moderada,Sem chuva,0.5048501147151365,3.537351530265127,Médio
B,28.824333655107377,73.51462089062787,Argiloso,Forte,Chovendo,0.6334270599312539,7.705139217095263,Alto
A,34.927397830552266,60.98233778165939,Argiloso,Leve,Sem chuva,0.2456240886406506,1.674975115145968,Baixo
D,30.06304668223933,50.099853097311644,Rochoso,Moderada,Chovendo,0.3593517140846703,2.951756064227482,Baixo
C,30.68887116821161,75.42939711580723,Argiloso,Forte,Sem chuva,0.2765936999144416,4.23281766008016,Médio
C,26.21272758884236,45.8586354428033,Argiloso,Moderada,Chovendo,0.8496610526950806,3.4786142584136654,Médio
C,33.2186484795594,78.57008765165696,Arenoso,Leve,Chovendo,0.6114447549423044,7.750427938037521,Alto
B,24.43331423592895,50.317259181159216,Rochoso,Leve,Chovendo,0.44534102011101934,2.5561569724631905,Baixo
B,28.430715267690093,55.44388957765212,Argiloso,Forte,Sem chuva,0.7107936013025348,1.7931394951966706,Baixo
D,22.388659639787683,79.86171459199949,Rochoso,Moderada,Chovendo,0.4632052524328753,6.164676215039735,Alto
C,24.987973198372742,64.85964955353626,Arenoso,Leve,Sem chuva,0.7620070798045843,2.756619071023359,Baixo
B,25.75750890483951,66.65269747761158,Rochoso,Leve,Sem chuva,0.5961603271095433,2.2068880057244846,Baixo
C,28.905430883946448,63.53383672437496,Argiloso,Forte,Sem chuva,0.3094191425595405,1.7345353171058135,Baixo
B,21.29311578633394,79.33850671285728,Arenoso,Moderada,Chovendo,0.1023882798270013,7.060048895124892,Alto
C,29.87967957333165,71.2791879765524,Argiloso,Moderada,Sem chuva,0.4459516613750312,3.502395848220651,Médio
C,27.13499693328814,44.262970605705156,Rochoso,Moderada,Chovendo,1.0342611026496544,3.587728162527544,Médio
B,26.94254144136451,67.50588697828817,Argiloso,Leve,Chovendo,0.498479276537921,5.154222560264463,Médio
D,27.960863010243262,60.618492284090564,Arenoso,Leve,Chovendo,0.22952371133772204,4.69523237643949,Médio
A,32.66621621006911,51.72834955014033,Arenoso,Leve,Sem chuva,0.6237648739509729,2.079685317140779,Baixo
C,22.920922043220468,56.434901581591134,Rochoso,Moderada,Sem chuva,0.6168696303132387,1.2504510950966947,Baixo
D,33.471016492133636,73.20969013309852,Arenoso,Forte,Chovendo,0.35435442248518007,7.770663258902873,Alto
B,32.07163442412492,77.40239820081302,Argiloso,Forte,Chovendo,0.48989128872107296,8.253089886193035,Alto
D,28.556819551343487,47.932133273325114,Arenoso,Moderada,Sem chuva,0.5881759362189847,0.47070829862982644,Baixo
B,25.864143006492128,65.26669800739938,Arenoso,Leve,Sem chuva,0.5862716039996407,1.9318272846971776,Baixo
A,33.69482469323609,76.00986087401687,Rochoso,Moderada,Chovendo,0.8723223618719839,6.821203164990411,Alto
B,23.229971180057216,60.68474131163117,Argiloso,Forte,Chovendo,0.37890039445442786,5.4706663282384715,Médio
C,28.196484437995913,47.21117038559186,Rochoso,Moderada,Sem chuva,0.35583201964395517,0.03588550940586557,Baixo
B,26.012473954365174,50.63631544707022,Argiloso,Leve,Sem chuva,0.14479413708873,0.35450933772210963,Baixo
C,25.407386379556637,53.69966719131773,Arenoso,Moderada,Sem chuva,0.34220016069021886,1.527032602180704,Baixo
D,27.54206424478767,53.784824959333505,Rochoso,Moderada,Chovendo,0.420182789995944,3.7560290767457465,Médio
D,20.683779568421862,65.6436687575184,Argiloso,Forte,Chovendo,0.08940222843127214,5.739729951725283,Alto
C,37.18031940204305,57.29781039116179,Argiloso,Moderada,Sem chuva,0.425872792901809,2.158679941334596,Baixo
D,30.347744001473377,70.46616680623328,Argiloso,Forte,Sem chuva,0.747174582512446,4.031580181006681,Médio
A,31.903648209127233,55.581426317571065,Rochoso,Moderada,Sem chuva,0.44192610693523743,1.0972787215650612,Baixo
A,23.545987328251137,62.2054107666727,Rochoso,Moderada,Sem chuva,0.33941639961755676,1.2799592505709234,Baixo
B,22.377324868236343,63.19085817095774,Argiloso,Moderada,Sem chuva,0.658304252004668,2.566934277172652,Baixo
B,26.455211819980725,40.67414454388741,Arenoso,Leve,Sem chuva,0.46856074712863,0.0,Baixo
A,27.993693344460887,58.44356586288344,Argiloso,Forte,Sem chuva,0.4582185807757282,2.0016824187210034,Baixo
C,22.003256446289555,42.444504063003606,Arenoso,Forte,Chovendo,0.31653205018213476,3.116813742398197,Baixo
D,34.20293923068995,46.17172028057497,Argiloso,Forte,Sem chuva,0.9055600500212904,1.6497271148298438,Baixo
D,32.71155693378409,70.45981247082956,Argiloso,Moderada,Sem chuva,0.6932618423865551,3.7814660520336494,Médio
A,23.61063651100687,60.84779869365387,Rochoso,Moderada,Chovendo,0.6302570168373405,4.805747465719154,Médio
D,32.49870297543725,45.20964765899073,Arenoso,Moderada,Chovendo,0.4411722191938582,3.6721435719162185,Médio
D,24.583011775584026,67.98731898553291,Argiloso,Moderada,Sem chuva,0.41331548576191485,3.164882803048832,Baixo
B,26.08998859253716,55.02314875178309,Arenoso,Moderada,Sem chuva,0.4958049197339526,2.111413112791941,Baixo
C,31.869966537093013,60.16076702704366,Arenoso,Leve,Sem chuva,0.5880033625946288,2.5323349627298835,Baixo
B,31.599145899764025,61.558165307390944,Rochoso,Forte,Sem chuva,0.5660570848935383,2.097059831619257,Baixo
B,31.859448836543706,42.25211084665207,Argiloso,Leve,Sem chuva,0.5301727574538339,0.1525282678898704,Baixo
C,27.125295160083628,72.08693121187068,Arenoso,Moderada,Chovendo,1.172211545240665,8.227973470602334,Alto
B,27.88771127571712,76.9531724066496,Arenoso,Forte,Sem chuva,0.22820717567840615,4.410646524106436,Médio
C,34.85743474125699,65.00162609118111,Rochoso,Forte,Sem chuva,1.1688855607987894,3.9349292377423426,Médio
D,26.2543612690341,58.49472734445732,Argiloso,Leve,Chovendo,0.8675292236485181,5.186106914558804,Médio
A,26.10434712438787,43.75893437830767,Rochoso,Moderada,Sem chuva,0.4371376909813351,0.34241127101090946,Baixo
B,30.46024168205084,76.23569364883177,Rochoso,Leve,Chovendo,0.837006992319987,5.521849660897677,Alto
C,28.035285394902075,66.49304185623518,Rochoso,Forte,Chovendo,0.21646093426023374,5.398130928202049,Médio
B,26.66556632592911,57.33752970064151,Rochoso,Moderada,Chovendo,0.5367726371299066,3.585388407783974,Médio
A,25.742426986912413,46.307304127104246,Argiloso,Leve,Sem chuva,0.39804439732783,0.18442632457274385,Baixo
C,29.58256720464483,41.448206547767256,Arenoso,Leve,Sem chuva,0.5190693941665216,0.0,Baixo
D,35.20726767352302,44.33166785690445,Argiloso,Moderada,Sem chuva,0.40118812270392545,0.0983809705987952,Baixo
D,27.386906240831784,52.669370862082026,Rochoso,Leve,Sem chuva,0.7884447988286356,0.780303050192369,Baixo
C,29.591946887248934,59.06645159669672,Arenoso,Forte,Sem chuva,0.41161790090091893,2.042124912465805,Baixo
A,29.22760792968657,63.769777519519565,Arenoso,Forte,Sem chuva,0.39349643231610426,3.7958561202560386,Médio
C,27.778990331925435,50.53561020505758,Arenoso,Leve,Sem chuva,0.47635649462257973,0.6429448846768626,Baixo
C,24.9065162474915,41.13320683209018,Rochoso,Moderada,Chovendo,0.39824141636822524,2.692274279283426,Baixo
B,23.789924953500826,59.601879389799606,Rochoso,Leve,Chovendo,0.49011999434157955,4.245734100296746,Médio
D,31.585783795600598,55.586553596443366,Rochoso,Moderada,Sem chuva,0.2661066199785817,1.1326641525899321,Baixo
B,36.09487715341102,52.37307717219976,Rochoso,Moderada,Sem chuva,0.5501947559697326,1.6849611258729111,Baixo
C,18.364127428923425,69.51192877658036,Rochoso,Leve,Sem chuva,1.2866015221094933,3.349853294410061,Baixo
B,32.059395175612124,58.162670584294574,Argiloso,Leve,Chovendo,0.9068715375305921,4.602792643435306,Médio
C,24.390323507965345,74.84102373775238,Arenoso,Moderada,Sem chuva,0.7417286623453343,4.196583168639691,Médio
A,33.8663896673938,44.2267386664724,Arenoso,Moderada,Chovendo,0.3765262326324333,3.1646947726212775,Baixo
C,28.029268575897298,64.05548140727927,Arenoso,Moderada,Sem chuva,0.29853413910727794,2.625333047497708,Baixo
D,27.291969839108912,78.70048456536006,Argiloso,Leve,Sem chuva,0.30451575164716665,3.156827615593568,Baixo
B,30.125534873369343,78.1865496268027,Arenoso,Leve,Chovendo,0.43174934002093257,6.5877794126855145,Alto
D,32.14452472875457,63.94044301177208,Rochoso,Moderada,Sem chuva,0.21851647992158102,1.9817899723583337,Baixo
C,30.08327198575312,49.03405586275332,Rochoso,Forte,Sem chuva,0.6257625107125574,1.2448313889383615,Baixo
A,28.589187108062333,66.0585369491465,Rochoso,Moderada,Chovendo,0.48028966246561644,4.325192967270502,Médio
B,22.730776502798516,79.13190736219087,Arenoso,Leve,Chovendo,0.6339768984727446,7.469271000167357,Alto
B,31.641839832370422,54.15785718352271,Argiloso,Leve,Chovendo,0.5893022559849567,4.25750846304193,Médio
C,20.98133465609248,42.310848574946014,Argiloso,Forte,Sem chuva,1.175507597689016,1.1798475788541105,Baixo
A,26.499291323474417,76.74243853806749,Argiloso,Leve,Sem chuva,0.34536334060715973,4.104192143445334,Médio
A,39.239214426857714,66.92589891488534,Rochoso,Forte,Chovendo,0.5940477576739756,4.700236946189394,Médio
C,26.54623879292911,74.42813233977313,Argiloso,Leve,Chovendo,0.1837045199222586,6.138441625809741,Alto
C,34.05496443008283,77.71161462640987,Argiloso,Moderada,Sem chuva,0.4983833548711981,4.612910842171496,Médio
A,21.584504033980245,41.251817726536196,Rochoso,Leve,Sem chuva,0.5614075899631941,0.0,Baixo
D,28.356346312530434,41.542774448387206,Arenoso,Moderada,Chovendo,0.7380481082774631,3.7795141555131404,Médio
A,23.8806385985899,40.15366581556122,Argiloso,Leve,Sem chuva,0.46365021294013276,0.0,Baixo
A,17.490111277417817,45.03975362604863,Argiloso,Moderada,Sem chuva,0.5218231882977181,0.0,Baixo
A,22.787509340428773,70.16285831991985,Arenoso,Moderada,Chovendo,0.442423972904454,6.750065422806593,Alto
B,33.30449276599138,68.71634394652303,Argiloso,Forte,Sem chuva,0.2360808050453634,3.4092255936793165,Médio
B,31.260332327845113,66.52563849990132,Argiloso,Forte,Sem chuva,0.5970202135631636,2.9011200493317633,Baixo
A,24.75796178945534,78.40733481520692,Rochoso,Moderada,Sem chuva,0.2899974238522087,3.397486266507552,Médio
A,25.543713839381244,58.04370913297794,Argiloso,Moderada,Chovendo,0.31127450487033126,4.507357874029345,Médio
A,25.25650446372384,71.6932686082501,Argiloso,Leve,Sem chuva,0.35738119953487435,3.2839502456482608,Baixo
A,27.472656860480406,54.30436078070315,Argiloso,Forte,Sem chuva,0.7291612926729911,2.9562499645935403,Baixo
D,25.42790905173974,44.55348429824413,Arenoso,Leve,Sem chuva,0.19642912378642738,0.0,Baixo
C,28.062734600739585,43.24114901631407,Argiloso,Leve,Sem chuva,0.5538583365486628,0.011773733076841417,Baixo
C,31.823105721626902,50.98199121772636,Argiloso,Forte,Sem chuva,0.27085920498069194,0.9914757455016892,Baixo
D,24.682414171993294,78.59217824738515,Arenoso,Leve,Chovendo,0.4778403548748176,7.075645194866342,Alto
C,26.115070107894613,67.53187519585384,Arenoso,Moderada,Chovendo,0.4728517036516867,6.089926582620501,Alto
D,27.219490487892838,42.37602813544866,Rochoso,Moderada,Sem chuva,0.4999806753981841,0.0,Baixo
D,29.222671949814163,58.76297395726136,Argiloso,Moderada,Chovendo,1.0732690979437474,5.857192970319103,Alto
C,31.225198203098287,59.894638121370946,Argiloso,Leve,Sem chuva,0.5506307613215444,2.0455472777407366,Baixo
D,26.540618459952604,56.300793315510916,Argiloso,Moderada,Sem chuva,0.966210828343884,1.86161669826786,Baixo
A,29.854959313236723,76.39295627434647,Rochoso,Moderada,Chovendo,0.1989153287639523,5.534689780317596,Alto
C,32.00063881239359,48.89787950208687,Argiloso,Moderada,Sem chuva,0.5792374454068738,0.9619013817299626,Baixo
B,16.67454687735507,72.58213361233315,Rochoso,Moderada,Chovendo,0.8191634516477488,5.820410611777436,Alto
D,37.4590218250127,73.59858902852622,Argiloso,Moderada,Sem chuva,0.2555123637736505,3.5767012142645824,Médio
B,30.21068126441953,44.741468849683,Rochoso,Forte,Chovendo,0.4982158939815839,2.9398918640213716,Baixo
D,25.15839848399187,74.78510926403416,Rochoso,Forte,Chovendo,0.5630236224725584,6.51954857492595,Alto
B,31.565981977041094,63.2111232351814,Argiloso,Moderada,Sem chuva,0.9136936456957129,2.9976208236435804,Baixo
B,21.36221552129244,41.86862820900903,Argiloso,Leve,Sem chuva,0.6205018920768551,0.6015436777804561,Baixo
B,24.516123743919884,51.6629533589014,Rochoso,Leve,Sem chuva,0.5965648346530507,0.7025195148004416,Baixo
B,28.485122244544822,78.12877203025914,Arenoso,Leve,Chovendo,0.6524159090805717,7.5964992849789805,Alto
C,28.806365239482776,53.15350199022747,Arenoso,Forte,Chovendo,0.35035762242846935,5.340552694414758,Médio
B,26.427888103184525,74.33584042299681,Argiloso,Leve,Chovendo,0.5172492521223612,5.813184345042279,Alto
B,21.687025573291947,75.31897225370506,Rochoso,Forte,Sem chuva,0.45042414568984634,3.2597148521673036,Baixo
B,25.952842245952333,47.51289477699159,Arenoso,Moderada,Chovendo,0.7917009099159605,4.6181976261140765,Médio
C,23.591215344926958,63.121246917803745,Rochoso,Moderada,Sem chuva,0.7794515060030847,2.7588075435714434,Baixo
D,29.941995022471176,69.32463597684682,Rochoso,Forte,Chovendo,0.32806775934689714,5.516323749872601,Alto
A,21.954570631437512,59.00817335026797,Argiloso,Leve,Sem chuva,0.23110822016016214,1.65290068151869,Baixo
D,25.67580499359476,78.37596107841382,Arenoso,Moderada,Sem chuva,0.5186602073275774,4.664928615984434,Médio
D,29.148068163693967,43.86334067186903,Rochoso,Forte,Sem chuva,0.6459848903431913,0.07439894327221042,Baixo
A,15.29392909216498,46.95580854077795,Arenoso,Moderada,Sem chuva,0.6743952992978673,0.5733021158999584,Baixo
A,18.33296907401715,70.97654184849262,Rochoso,Leve,Sem chuva,0.5328679137395425,2.5734025658327653,Baixo
D,23.83040134490986,67.63591436132664,Arenoso,Leve,Sem chuva,0.391118783764205,2.590648882567905,Baixo
C,24.27922012757386,79.55742635866366,Arenoso,Leve,Chovendo,0.4248990686521794,7.3951997540986305,Alto
A,30.314770253451467,78.45991887467801,Arenoso,Moderada,Sem chuva,0.5213459534039114,5.008003821425657,Médio
A,25.096860144090318,61.57248861870989,Arenoso,Leve,Chovendo,0.7317611018218974,5.806587231348913,Alto
A,27.150583697399476,74.3928594817707,Argiloso,Moderada,Sem chuva,0.6579982779689195,4.724350108442854,Médio
A,37.512237080587376,58.64765040302194,Arenoso,Forte,Sem chuva,0.8019752420825753,3.0355340654443914,Baixo
C,27.782773118753386,41.29984598428625,Argiloso,Moderada,Chovendo,1.2587481267330367,3.7641995082580837,Médio
A,33.340745878251354,59.38321433989005,Argiloso,Moderada,Sem chuva,0.3914073803863796,1.8904673597827986,Baixo
D,29.972429920963936,42.27821687579292,Argiloso,Moderada,Sem chuva,0.7728358890368939,0.7228122138445432,Baixo
C,38.31578441980856,48.65803318964984,Argiloso,Leve,Chovendo,0.46532446770792785,3.7260046543882663,Médio
B,28.618029127146343,67.16390087847091,Argiloso,Moderada,Sem chuva,0.7310590378915927,2.8110049298424853,Baixo
D,28.31659137170114,58.26924821076018,Arenoso,Leve,Sem chuva,0.30395173532161135,1.7578042974518295,Baixo
B,29.527219088032936,43.777696600526795,Arenoso,Leve,Chovendo,0.4578511201825797,2.9728633394878776,Baixo
A,22.42145025921453,77.5074211148026,Argiloso,Moderada,Chovendo,0.23988824828684985,7.138094205582703,Alto
C,21.856631568236416,64.35387530712953,Rochoso,Forte,Sem chuva,0.2891749661893994,1.9455270466002588,Baixo
A,26.689408472923695,68.68263993472107,Rochoso,Moderada,Chovendo,0.10614180877139522,4.406902430732913,Médio
D,29.461158672438653,54.54024432597416,Arenoso,Leve,Sem chuva,0.44287172453509527,1.3232089659169368,Baixo
C,26.14465219674159,75.7068316778001,Arenoso,Forte,Sem chuva,0.1541451463583086,4.393869825261459,Médio
B,26.25696672224875,54.75138630236522,Rochoso,Moderada,Chovendo,0.5646851029728878,4.820439363199409,Médio
B,30.357530749954496,53.80574533515863,Arenoso,Moderada,Chovendo,0.6493414852786339,4.832265778761011,Médio
C,23.85747234967095,76.81777743565249,Rochoso,Forte,Sem chuva,0.5148446005222609,3.562946793002391,Médio
D,30.77703629688549,61.13368859240357,Arenoso,Forte,Sem chuva,0.6188969065723459,3.536098062639963,Médio
D,20.613060737164382,75.5041480244948,Argiloso,Forte,Chovendo,0.39375004943774217,7.707231902184214,Alto
A,22.53634369001424,76.83751437169525,Rochoso,Forte,Sem chuva,0.43507766810818066,4.373081297403625,Médio
A,26.91143489029568,44.32501212325663,Rochoso,Forte,Sem chuva,0.4748932431428351,0.0,Baixo
B,36.75258601423713,50.09180647614628,Arenoso,Leve,Chovendo,0.14544335033595282,3.593678834623894,Médio
A,28.200044868499567,67.7397273567833,Arenoso,Moderada,Chovendo,0.8403643908374522,7.021109132734631,Alto
B,28.967695369766975,44.51102046444532,Argiloso,Forte,Chovendo,0.7553970975933252,4.4361292343065,Médio
C,28.304276374260542,58.367508114834244,Rochoso,Leve,Sem chuva,0.49380251308837414,1.657650353399393,Baixo
C,32.726620725162384,63.002316357723195,Arenoso,Moderada,Sem chuva,0.4840419952422976,2.142040458923222,Baixo
C,24.153363594487544,65.90601208445074,Arenoso,Leve,Chovendo,0.6165520319984839,5.418616305753897,Médio
D,25.702080486528853,75.05157773861916,Rochoso,Leve,Sem chuva,0.20189182744301912,3.2751069741955923,Baixo
C,28.97753600400813,50.24838298217592,Arenoso,Leve,Sem chuva,0.7683378991065445,1.403352510569808,Baixo
A,26.81068718703207,60.60244205038032,Arenoso,Leve,Sem chuva,0.8962067535515371,2.4758620670734586,Baixo
B,32.08596145238658,49.442459589041334,Arenoso,Moderada,Sem chuva,0.2838053860809366,0.19605769270092033,Baixo
C,26.276936232472927,52.62405627600784,Rochoso,Leve,Chovendo,0.5350424232967963,2.428360829839843,Baixo
A,25.83643739430364,61.23616654669135,Argiloso,Moderada,Sem chuva,0.25250563456398306,1.9539676519964315,Baixo
A,28.007205842711667,60.66493669202293,Argiloso,Forte,Chovendo,0.4657830578183029,5.586915600038008,Alto
D,30.479959592030614,49.8998761454729,Arenoso,Forte,Sem chuva,0.4787962681835771,1.2829627831018828,Baixo
A,26.12090223904884,73.74884817864286,Argiloso,Moderada,Chovendo,0.4869832814792872,7.082295449783959,Alto
B,35.68433489134445,67.22500214193224,Argiloso,Moderada,Sem chuva,0.37851966675037707,3.226759699818716,Baixo
D,24.873736356103056,42.708420586931894,Argiloso,Leve,Sem chuva,0.2397616293282006,0.0,Baixo
B,26.931287326663117,52.536897200572575,Argiloso,Leve,Chovendo,0.4302081939545208,3.8904194181192424,Médio
B,21.93037999406753,73.59651981474838,Arenoso,Forte,Chovendo,0.6996005352253308,8.38960018212572,Alto
D,36.22485406173565,66.84735017158945,Rochoso,Leve,Chovendo,0.6727494064553675,5.253699185608798,Médio
B,25.9972653149518,69.03699468979521,Arenoso,Leve,Chovendo,0.7086774959627227,6.630932320054798,Alto
C,26.38554907754899,42.29027885093842,Argiloso,Forte,Sem chuva,0.32183163990191954,0.0,Baixo
C,27.329488719750962,71.77258201717513,Rochoso,Leve,Sem chuva,0.6275506425731088,2.8894781987285825,Baixo
A,27.428742095447983,64.64777396706346,Argiloso,Leve,Sem chuva,0.9092945462463579,3.488186092463043,Médio
C,22.518097469623598,43.240991869058675,Argiloso,Leve,Sem chuva,0.7499645764777221,0.43153186407164035,Baixo
B,27.673952734918533,46.803516142979426,Argiloso,Leve,Sem chuva,0.6702631194696812,0.9719821596900021,Baixo
B,37.47293814163311,73.09472932292354,Rochoso,Moderada,Sem chuva,0.40105570511745486,2.5354149011304847,Baixo
A,21.306708164843073,47.795392120071284,Rochoso,Moderada,Sem chuva,0.4183406575251066,0.7207165869779315,Baixo
C,31.80804858540933,69.57553084341549,Argiloso,Forte,Chovendo,1.0136172427877495,7.990600742329627,Alto
C,32.11033462843488,53.293820796137354,Argiloso,Leve,Sem chuva,0.29303573447287895,0.7256470069616662,Baixo
B,30.451059364410803,49.163563434474995,Rochoso,Leve,Sem chuva,0.7816052289006541,1.6206970118721724,Baixo
D,38.04060007169652,70.61581390225322,Arenoso,Moderada,Chovendo,0.6965160383350092,7.257419928200997,Alto
D,24.097493941207407,59.41304857636105,Argiloso,Leve,Chovendo,0.5584742477408264,4.509186633544257,Médio
B,26.314930872243632,72.02568545573044,Rochoso,Forte,Chovendo,0.6441963057491172,6.316713643727445,Alto
B,31.037334964488025,54.32399543442456,Argiloso,Moderada,Sem chuva,0.7198675685002524,2.065691760526475,Baixo
C,23.649526073330428,75.72301502113623,Argiloso,Leve,Chovendo,0.48305922598775014,5.987500183133821,Alto
B,27.14896248320195,71.00376620169652,Rochoso,Forte,Chovendo,0.5351476064319575,6.008360598610704,Alto
A,34.17959570127974,59.44613927263853,Argiloso,Leve,Sem chuva,0.521817068563395,1.7061878819431564,Baixo
D,33.39248400139037,58.630486769617576,Rochoso,Moderada,Sem chuva,0.1978390142473342,1.7697301133343664,Baixo
A,27.07445830199086,40.85128600588652,Arenoso,Moderada,Sem chuva,0.3835836341776681,0.0,Baixo
